2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,14,3,1,0,0
5,0,13,4,1,0,0
6,0,8,6,4,0,0
7,0,5,8,5,0,0
8,1,5,3,10,2,0
9,1,5,0,13,5,0
10,1,4,1,13,5,0
11,1,4,1,13,5,0
12,1,4,0,14,5,0
13,1,4,0,14,5,0
14,1,4,0,14,5,0
15,1,4,0,14,5,0
16,1,4,0,14,5,0
17,1,4,0,14,5,0
18,1,4,0,13,5,1
19,1,3,1,13,5,1
20,1,3,1,10,5,4
21,1,3,0,10,5,5
22,1,3,0,5,3,10
23,1,3,0,2,0,13
24,1,3,0,2,0,13
25,1,3,0,2,0,13
26,1,3,0,1,0,14
27,1,3,0,1,0,14
28,1,3,0,1,0,14
29,1,2,1,1,0,14
30,1,2,1,1,0,14
31,1,2,0,2,0,14
32,1,2,0,2,0,14
33,1,2,0,2,0,14
34,1,2,0,2,0,14
35,1,2,0,1,0,15
36,1,2,0,1,0,15
37,1,2,0,1,0,15
38,1,2,0,1,0,15
39,1,2,0,1,0,15
40,1,2,0,1,0,15
41,1,2,0,1,0,15
42,1,2,0,1,0,15
43,1,2,0,1,0,15
44,1,2,0,1,0,15
45,1,2,0,0,0,16
46,1,2,0,0,0,16
47,1,2,0,0,0,16
48,1,2,0,0,0,16
49,1,2,0,0,0,16
50,1,2,0,0,0,16
51,1,2,0,0,0,16
52,1,2,0,0,0,16
53,1,2,0,0,0,16
54,1,2,0,0,0,16
55,1,2,0,0,0,16
56,1,2,0,0,0,16
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,0,0
5,0,14,3,1,0,0
6,0,11,6,1,0,0
7,0,5,9,4,0,0
8,1,4,7,7,0,0
9,1,4,1,13,1,0
10,1,3,1,14,2,0
11,1,3,1,14,2,0
12,1,2,1,15,2,0
13,1,2,1,15,2,0
14,1,2,0,16,2,0
15,1,2,0,16,2,0
16,1,2,0,16,2,0
17,1,2,0,16,2,0
18,1,2,0,15,2,1
19,1,2,0,15,2,1
20,1,2,0,15,2,1
21,1,2,0,12,2,4
22,1,2,0,9,2,7
23,1,2,0,3,1,13
24,1,2,0,2,0,14
25,1,2,0,2,0,14
26,1,2,0,1,0,15
27,1,2,0,1,0,15
28,1,2,0,0,0,16
29,1,2,0,0,0,16
30,1,2,0,0,0,16
31,1,2,0,0,0,16
32,1,2,0,0,0,16
33,1,2,0,0,0,16
34,1,2,0,0,0,16
35,1,2,0,0,0,16
36,1,2,0,0,0,16
37,1,2,0,0,0,16
38,1,2,0,0,0,16
39,1,2,0,0,0,16
40,1,2,0,0,0,16
41,1,2,0,0,0,16
42,1,2,0,0,0,16
43,1,2,0,0,0,16
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,12,5,1,0,0
5,0,11,6,1,0,0
6,0,6,6,6,1,0
7,1,6,5,7,1,0
8,1,6,0,12,2,0
9,1,6,0,12,2,0
10,1,6,0,12,2,0
11,1,6,0,12,2,0
12,1,5,1,12,2,0
13,1,5,1,12,2,0
14,1,5,0,13,2,0
15,1,5,0,13,2,0
16,1,5,0,13,2,0
17,1,5,0,13,2,0
18,1,5,0,12,2,1
19,1,5,0,12,2,1
20,1,5,0,7,1,6
21,1,4,1,6,1,7
22,1,4,1,1,0,12
23,1,4,0,2,0,12
24,1,4,0,2,0,12
25,1,4,0,2,0,12
26,1,4,0,2,0,12
27,1,4,0,2,0,12
28,1,4,0,1,0,13
29,1,4,0,1,0,13
30,1,4,0,1,0,13
31,1,4,0,1,0,13
32,1,4,0,1,0,13
33,1,4,0,1,0,13
34,1,4,0,1,0,13
35,1,4,0,1,0,13
36,1,4,0,1,0,13
37,1,4,0,0,0,14
38,1,4,0,0,0,14
39,1,4,0,0,0,14
40,1,4,0,0,0,14
41,1,4,0,0,0,14
42,1,4,0,0,0,14
43,1,4,0,0,0,14
44,1,4,0,0,0,14
45,1,4,0,0,0,14
46,1,4,0,0,0,14
47,1,4,0,0,0,14
48,1,4,0,0,0,14
49,1,4,0,0,0,14
50,1,4,0,0,0,14
51,1,4,0,0,0,14
52,1,4,0,0,0,14
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,15,2,1,0,0
5,0,13,4,1,0,0
6,0,8,7,3,0,0
7,0,3,10,5,1,0
8,1,3,5,10,1,0
9,1,3,0,15,5,0
10,1,2,1,15,5,0
11,1,2,1,15,5,0
12,1,2,0,16,6,0
13,1,2,0,16,6,0
14,1,2,0,16,6,0
15,1,2,0,16,6,0
16,1,2,0,16,6,0
17,1,2,0,16,6,0
18,1,1,1,15,6,1
19,1,1,1,15,6,1
20,1,1,0,14,6,3
21,1,1,0,12,5,5
22,1,1,0,7,5,10
23,1,1,0,2,1,15
24,1,1,0,2,1,15
25,1,1,0,2,1,15
26,1,1,0,1,0,16
27,1,1,0,1,0,16
28,1,1,0,1,0,16
29,1,1,0,1,0,16
30,1,1,0,1,0,16
31,1,1,0,1,0,16
32,1,1,0,1,0,16
33,1,1,0,1,0,16
34,1,1,0,0,0,17
35,1,1,0,0,0,17
36,1,1,0,0,0,17
37,1,1,0,0,0,17
38,1,1,0,0,0,17
39,1,1,0,0,0,17
40,1,1,0,0,0,17
41,1,1,0,0,0,17
42,1,1,0,0,0,17
43,1,1,0,0,0,17
44,1,1,0,0,0,17
45,1,1,0,0,0,17
46,1,1,0,0,0,17
47,1,1,0,0,0,17
48,1,1,0,0,0,17
49,1,1,0,0,0,17
50,1,1,0,0,0,17
51,1,1,0,0,0,17
52,1,1,0,0,0,17
53,1,1,0,0,0,17
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,16,1,1,0,0
5,0,12,5,1,0,0
6,0,7,9,2,0,0
7,1,7,5,6,2,0
8,1,7,0,11,3,0
9,1,7,0,11,3,0
10,1,7,0,11,3,0
11,1,7,0,11,3,0
12,1,7,0,11,3,0
13,1,7,0,11,3,0
14,1,7,0,11,3,0
15,1,7,0,11,3,0
16,1,7,0,11,3,0
17,1,7,0,11,3,0
18,1,7,0,10,3,1
19,1,7,0,10,3,1
20,1,6,1,9,3,2
21,1,6,1,5,1,6
22,1,6,0,1,0,11
23,1,6,0,1,0,11
24,1,6,0,1,0,11
25,1,6,0,1,0,11
26,1,6,0,1,0,11
27,1,6,0,1,0,11
28,1,6,0,1,0,11
29,1,6,0,1,0,11
30,1,6,0,1,0,11
31,1,6,0,1,0,11
32,1,6,0,1,0,11
33,1,6,0,1,0,11
34,1,6,0,1,0,11
35,1,6,0,1,0,11
36,1,6,0,0,0,12
37,1,6,0,0,0,12
38,1,6,0,0,0,12
39,1,6,0,0,0,12
40,1,6,0,0,0,12
41,1,6,0,0,0,12
42,1,6,0,0,0,12
43,1,6,0,0,0,12
44,1,6,0,0,0,12
45,1,6,0,0,0,12
