2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,12,5,1,0,0
5,0,8,9,1,0,0
6,0,4,8,6,1,0
7,1,4,4,10,1,0
8,1,4,0,14,2,0
9,1,4,0,14,2,0
10,1,4,0,14,2,0
11,1,4,0,14,2,0
12,1,4,0,14,2,0
13,1,4,0,14,2,0
14,1,4,0,14,2,0
15,1,4,0,14,2,0
16,1,4,0,14,2,0
17,1,4,0,14,2,0
18,1,4,0,13,2,1
19,1,4,0,13,2,1
20,1,4,0,8,1,6
21,1,4,0,4,1,10
22,1,4,0,0,0,14
23,1,4,0,0,0,14
24,1,4,0,0,0,14
25,1,4,0,0,0,14
26,1,4,0,0,0,14
27,1,4,0,0,0,14
28,1,4,0,0,0,14
29,1,4,0,0,0,14
30,1,4,0,0,0,14
31,1,4,0,0,0,14
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,15,2,1,0,0
5,0,12,5,1,0,0
6,0,10,5,3,1,0
7,1,10,2,6,1,0
8,1,10,0,8,1,0
9,1,10,0,8,1,0
10,1,10,0,8,1,0
11,1,10,0,8,1,0
12,1,10,0,8,1,0
13,1,10,0,8,1,0
14,1,10,0,8,1,0
15,1,10,0,8,1,0
16,1,10,0,8,1,0
17,1,10,0,8,1,0
18,1,10,0,7,1,1
19,1,10,0,7,1,1
20,1,10,0,5,0,3
21,1,10,0,2,0,6
22,1,10,0,0,0,8
23,1,10,0,0,0,8
24,1,10,0,0,0,8
25,1,10,0,0,0,8
26,1,10,0,0,0,8
27,1,10,0,0,0,8
28,1,10,0,0,0,8
29,1,10,0,0,0,8
30,1,10,0,0,0,8
31,1,10,0,0,0,8
32,1,10,0,0,0,8
33,1,10,0,0,0,8
34,1,10,0,0,0,8
35,1,10,0,0,0,8
36,1,10,0,0,0,8
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,12,5,1,1,0
5,0,9,8,1,1,0
6,1,9,3,6,2,0
7,1,9,0,9,2,0
8,1,9,0,9,2,0
9,1,9,0,9,2,0
10,1,9,0,9,2,0
11,1,9,0,9,2,0
12,1,9,0,9,2,0
13,1,9,0,9,2,0
14,1,9,0,9,2,0
15,1,9,0,9,2,0
16,1,9,0,9,2,0
17,1,9,0,9,2,0
18,1,9,0,8,1,1
19,1,9,0,8,1,1
20,1,9,0,3,0,6
21,1,9,0,0,0,9
22,1,9,0,0,0,9
23,1,9,0,0,0,9
24,1,9,0,0,0,9
25,1,9,0,0,0,9
26,1,9,0,0,0,9
27,1,9,0,0,0,9
28,1,9,0,0,0,9
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,15,2,1,1,0
5,0,13,4,1,1,0
6,0,7,8,3,1,0
7,1,7,6,5,2,0
8,1,7,0,11,3,0
9,1,6,1,11,3,0
10,1,5,2,11,3,0
11,1,5,1,12,3,0
12,1,5,0,13,3,0
13,1,5,0,13,3,0
14,1,5,0,13,3,0
15,1,5,0,13,3,0
16,1,5,0,13,3,0
17,1,5,0,13,3,0
18,1,5,0,12,2,1
19,1,5,0,12,2,1
20,1,5,0,10,2,3
21,1,5,0,8,1,5
22,1,5,0,2,0,11
23,1,5,0,2,0,11
24,1,5,0,2,0,11
25,1,5,0,1,0,12
26,1,5,0,0,0,13
27,1,5,0,0,0,13
28,1,5,0,0,0,13
29,1,5,0,0,0,13
30,1,5,0,0,0,13
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,15,2,1,0,0
5,0,13,4,1,0,0
6,0,10,5,3,0,0
7,0,8,5,5,0,0
8,1,8,2,8,0,0
9,1,8,0,10,1,0
10,1,6,2,10,1,0
11,1,6,2,10,1,0
12,1,6,0,12,3,0
13,1,6,0,12,3,0
14,1,6,0,12,3,0
15,1,6,0,12,3,0
16,1,6,0,12,3,0
17,1,6,0,12,3,0
18,1,6,0,11,3,1
19,1,6,0,11,3,1
20,1,6,0,9,3,3
21,1,6,0,7,3,5
22,1,6,0,4,3,8
23,1,6,0,2,2,10
24,1,6,0,2,2,10
25,1,6,0,2,2,10
26,1,6,0,0,0,12
27,1,6,0,0,0,12
28,1,6,0,0,0,12
29,1,6,0,0,0,12
30,1,6,0,0,0,12
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,14,3,1,0,0
5,0,11,6,1,0,0
6,0,5,9,4,2,0
7,0,3,8,7,3,0
8,1,3,2,13,4,0
9,1,3,0,15,5,0
10,1,3,0,15,5,0
11,1,3,0,15,5,0
12,1,3,0,15,5,0
13,1,3,0,15,5,0
14,1,3,0,15,5,0
15,1,3,0,15,5,0
16,1,3,0,15,5,0
17,1,3,0,15,5,0
18,1,3,0,14,5,1
19,1,3,0,14,5,1
20,1,3,0,11,3,4
21,1,3,0,8,2,7
22,1,3,0,2,1,13
23,1,3,0,0,0,15
24,1,3,0,0,0,15
25,1,3,0,0,0,15
26,1,3,0,0,0,15
27,1,3,0,0,0,15
28,1,3,0,0,0,15
29,1,3,0,0,0,15
30,1,3,0,0,0,15
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,14,3,1,1,0
5,0,13,4,1,1,0
6,1,13,1,4,2,0
7,1,13,0,5,3,0
8,1,13,0,5,3,0
9,1,13,0,5,3,0
10,1,13,0,5,3,0
11,1,13,0,5,3,0
12,1,13,0,5,3,0
13,1,13,0,5,3,0
14,1,13,0,5,3,0
15,1,13,0,5,3,0
16,1,13,0,5,3,0
17,1,13,0,5,3,0
18,1,13,0,4,2,1
19,1,13,0,4,2,1
20,1,13,0,1,1,4
21,1,13,0,0,0,5
22,1,13,0,0,0,5
23,1,13,0,0,0,5
24,1,13,0,0,0,5
25,1,13,0,0,0,5
26,1,13,0,0,0,5
27,1,13,0,0,0,5
28,1,13,0,0,0,5
29,1,13,0,0,0,5
30,1,13,0,0,0,5
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,13,4,1,1,0
5,0,10,7,1,1,0
6,0,8,5,5,4,0
7,1,8,2,8,7,0
8,1,8,0,10,8,0
9,1,8,0,10,8,0
10,1,8,0,10,8,0
11,1,8,0,10,8,0
12,1,8,0,10,8,0
13,1,8,0,10,8,0
14,1,8,0,10,8,0
15,1,8,0,10,8,0
16,1,8,0,10,8,0
17,1,8,0,10,8,0
18,1,8,0,9,7,1
19,1,8,0,9,7,1
20,1,8,0,5,4,5
21,1,8,0,2,1,8
22,1,8,0,0,0,10
23,1,8,0,0,0,10
24,1,8,0,0,0,10
25,1,8,0,0,0,10
26,1,8,0,0,0,10
27,1,8,0,0,0,10
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,14,3,1,1,0
5,0,10,7,1,1,0
6,1,10,4,4,2,0
7,1,9,1,8,3,0
8,1,9,1,8,3,0
9,1,9,0,9,3,0
10,1,9,0,9,3,0
11,1,9,0,9,3,0
