2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,0,0
5,0,17,0,1,0,0
6,1,17,0,1,0,0
7,1,17,0,1,0,0
8,1,17,0,1,0,0
9,1,17,0,1,0,0
10,1,17,0,1,0,0
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,16,1,1,0,0
5,0,16,1,1,0,0
6,1,16,0,2,0,0
7,1,16,0,2,0,0
8,1,16,0,2,0,0
9,1,16,0,2,0,0
10,1,16,0,2,0,0
11,1,16,0,2,0,0
12,1,16,0,2,0,0
13,1,16,0,2,0,0
14,1,16,0,2,0,0
15,1,16,0,2,0,0
16,1,16,0,2,0,0
17,1,16,0,2,0,0
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,15,2,1,0,0
5,0,14,3,1,0,0
6,0,14,1,3,1,0
7,0,14,0,4,1,0
8,1,14,0,4,1,0
9,1,14,0,4,1,0
10,1,14,0,4,1,0
11,1,14,0,4,1,0
12,1,14,0,4,1,0
13,1,14,0,4,1,0
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,0,0
5,0,17,0,1,0,0
6,0,17,0,1,0,0
7,1,17,0,1,0,0
8,1,17,0,1,0,0
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,0,0
5,0,17,0,1,0,0
6,0,17,0,1,0,0
7,0,17,0,1,0,0
8,1,17,0,1,0,0
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,1,0
5,0,17,0,1,1,0
6,0,16,1,1,1,0
7,1,16,1,1,1,0
8,1,16,0,2,1,0
9,1,16,0,2,1,0
10,1,16,0,2,1,0
11,1,16,0,2,1,0
12,1,16,0,2,1,0
13,1,16,0,2,1,0
14,1,16,0,2,1,0
15,1,16,0,2,1,0
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,0,0
5,0,16,1,1,0,0
6,0,16,1,1,0,0
7,0,16,0,2,0,0
8,1,16,0,2,0,0
9,1,15,1,2,0,0
10,1,15,1,2,0,0
11,1,15,0,3,0,0
12,1,15,0,3,0,0
13,1,15,0,3,0,0
14,1,15,0,3,0,0
15,1,15,0,3,0,0
16,1,15,0,3,0,0
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,0,0
5,0,17,0,1,0,0
6,0,17,0,1,0,0
7,0,17,0,1,0,0
8,1,17,0,1,0,0
9,1,17,0,1,0,0
10,1,17,0,1,0,0
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,1,0
5,0,17,0,1,1,0
6,0,17,0,1,1,0
7,0,17,0,1,1,0
8,1,17,0,1,1,0
9,1,17,0,1,1,0
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,1,0
5,0,16,1,1,1,0
6,0,16,1,1,1,0
7,1,16,0,2,2,0
8,1,16,0,2,2,0
9,1,16,0,2,2,0
10,1,16,0,2,2,0
11,1,16,0,2,2,0
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,0,0
5,0,16,1,1,0,0
6,0,16,1,1,0,0
7,0,16,0,2,0,0
8,1,16,0,2,0,0
9,1,16,0,2,0,0
10,1,16,0,2,0,0
11,1,16,0,2,0,0
12,1,16,0,2,0,0
13,1,16,0,2,0,0
14,1,16,0,2,0,0
15,1,16,0,2,0,0
16,1,16,0,2,0,0
17,1,16,0,2,0,0
18,1,16,0,1,0,1
19,1,16,0,1,0,1
20,1,16,0,1,0,1
21,1,16,0,0,0,2
22,1,16,0,0,0,2
23,1,16,0,0,0,2
24,1,16,0,0,0,2
25,1,16,0,0,0,2
26,1,16,0,0,0,2
27,1,16,0,0,0,2
28,1,16,0,0,0,2
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,1,0
5,0,17,0,1,1,0
6,1,17,0,1,1,0
7,1,17,0,1,1,0
8,1,17,0,1,1,0
9,1,17,0,1,1,0
10,1,17,0,1,1,0
11,1,17,0,1,1,0
12,1,17,0,1,1,0
13,1,17,0,1,1,0
14,1,17,0,1,1,0
15,1,17,0,1,1,0
16,1,17,0,1,1,0
17,1,17,0,1,1,0
18,1,17,0,0,0,1
19,1,17,0,0,0,1
20,1,17,0,0,0,1
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,0,0
5,0,17,0,1,0,0
6,1,17,0,1,0,0
7,1,17,0,1,0,0
8,1,17,0,1,0,0
9,1,17,0,1,0,0
10,1,17,0,1,0,0
11,1,17,0,1,0,0
12,1,17,0,1,0,0
13,1,17,0,1,0,0
14,1,17,0,1,0,0
15,1,17,0,1,0,0
16,1,17,0,1,0,0
17,1,17,0,1,0,0
18,1,17,0,0,0,1
19,1,17,0,0,0,1
20,1,17,0,0,0,1
21,1,17,0,0,0,1
22,1,17,0,0,0,1
23,1,17,0,0,0,1
24,1,17,0,0,0,1
25,1,17,0,0,0,1
26,1,17,0,0,0,1
27,1,17,0,0,0,1
28,1,17,0,0,0,1
29,1,17,0,0,0,1
30,1,17,0,0,0,1
31,1,17,0,0,0,1
32,1,17,0,0,0,1
33,1,17,0,0,0,1
34,1,17,0,0,0,1
35,1,17,0,0,0,1
36,1,17,0,0,0,1
37,1,17,0,0,0,1
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,0,0
5,0,16,1,1,0,0
6,1,16,1,1,0,0
7,1,16,0,2,1,0
8,1,16,0,2,1,0
9,1,16,0,2,1,0
10,1,16,0,2,1,0
11,1,16,0,2,1,0
12,1,16,0,2,1,0
13,1,16,0,2,1,0
14,1,16,0,2,1,0
15,1,16,0,2,1,0
16,1,16,0,2,1,0
17,1,16,0,2,1,0
18,1,16,0,1,1,1
19,1,16,0,1,1,1
20,1,16,0,1,1,1
21,1,16,0,0,0,2
22,1,16,0,0,0,2
23,1,16,0,0,0,2
24,1,16,0,0,0,2
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,1,0
5,0,17,0,1,1,0
6,1,17,0,1,1,0
7,1,17,0,1,1,0
8,1,17,0,1,1,0
9,1,17,0,1,1,0
10,1,17,0,1,1,0
11,1,17,0,1,1,0
12,1,17,0,1,1,0
13,1,17,0,1,1,0
14,1,17,0,1,1,0
15,1,17,0,1,1,0
16,1,17,0,1,1,0
17,1,17,0,1,1,0
18,1,17,0,0,0,1
19,1,17,0,0,0,1
20,1,17,0,0,0,1
21,1,17,0,0,0,1
2,0,17,1,0,0,0
3,0,17,1,0,0,0
4,0,17,0,1,0,0
5,0,17,0,1,0,0
6,0,14,3,1,0,0
7,0,14,3,1,0,0
8,1,13,1,4,1,0
9,1,13,1,4,1,0
10,1,13,0,5,1,0
11,1,13,0,5,1,0
12,1,13,0,5,1,0
13,1,13,0,5,1,0
